case,rows,columns,requested_rank,measured_rank,redundant_rows,paired_output_error,consistent_feasibility_residual,fixed_f_difference,representable_target_roundtrip_error,f_vs_w_gradient_error,f_finite_difference_error,w_finite_difference_error,scaled_trajectory_error,mp_max_residual,inconsistent_tested,inconsistent_paired_error,inconsistent_residual
481,5,7,4,4,1,2.220446049250313e-16,2.220446049250313e-16,0.5479179569788137,2.220446049250313e-16,0.0,5.243694367607077e-10,2.854310121591652e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
482,4,4,3,3,1,1.1102230246251565e-16,4.440892098500626e-16,0.076109151030756,2.220446049250313e-16,0.0,1.921474646060517e-10,1.6270082503488936e-10,2.220446049250313e-16,4.440892098500626e-16,False,0.0,0.0
483,7,3,1,1,6,0.0,1.1102230246251565e-16,0.5419567612018941,3.8163916471489756e-17,0.0,5.867434316186859e-11,5.234795930064706e-11,2.220446049250313e-16,2.220446049250313e-16,True,8.326672684688674e-17,0.2666295095305244
484,3,5,2,2,1,1.1102230246251565e-16,3.3306690738754696e-16,0.7508232248260714,1.1102230246251565e-16,0.0,1.1349154949158446e-10,1.1349154949158446e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
485,2,4,1,1,1,1.942890293094024e-16,4.440892098500626e-16,0.33713627192515305,8.326672684688674e-17,0.0,1.9643864312968162e-10,1.9643864312968162e-10,2.7755575615628914e-16,2.220446049250313e-16,False,0.0,0.0
486,4,7,1,1,3,1.1102230246251565e-16,6.661338147750939e-16,0.6017245137940297,8.673617379884035e-18,0.0,1.8843654414624211e-10,4.104811490712734e-10,3.3306690738754696e-16,2.220446049250313e-16,True,1.6653345369377348e-16,0.3530677791170965
487,5,3,3,3,2,7.28583859910259e-17,1.3877787807814457e-16,7.28583859910259e-17,8.326672684688674e-17,0.0,1.2387426888581429e-16,1.2387426888581429e-16,7.28583859910259e-17,1.6653345369377348e-16,False,0.0,0.0
488,6,6,2,2,4,1.249000902703301e-16,1.3877787807814457e-16,0.9442379341117924,5.551115123125783e-17,0.0,2.3583424102469053e-10,2.2024004842080558e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
489,5,2,1,1,4,1.1102230246251565e-16,2.220446049250313e-16,0.440671391125813,8.326672684688674e-17,0.0,1.3285927913386786e-10,3.367417455990562e-11,1.6653345369377348e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.32708510496165427
490,3,7,1,1,2,2.220446049250313e-16,2.220446049250313e-16,0.9957898123038664,1.1102230246251565e-16,0.0,3.612032895006223e-10,3.692375294406247e-10,3.3306690738754696e-16,5.551115123125783e-17,False,0.0,0.0
491,9,3,2,2,7,1.1102230246251565e-16,1.1102230246251565e-16,0.8642583710165593,2.7755575615628914e-17,0.0,8.231111625622844e-11,4.345901416513698e-11,2.498001805406602e-16,1.1102230246251565e-16,False,0.0,0.0
492,9,8,2,2,7,1.1102230246251565e-16,4.440892098500626e-16,1.2334585142450656,6.938893903907228e-18,0.0,3.902369538621997e-10,2.87863288761514e-10,2.7755575615628914e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.2748987201654365
493,5,3,2,2,3,5.551115123125783e-17,2.914335439641036e-16,0.11242209031754777,2.42861286636753e-16,0.0,3.292391359543956e-11,5.221824361800742e-11,3.3306690738754696e-16,4.440892098500626e-16,False,0.0,0.0
494,6,5,3,3,3,1.6653345369377348e-16,4.440892098500626e-16,0.24100435025670497,1.1102230246251565e-16,0.0,1.4191514630113033e-10,1.3564838141633118e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
495,8,4,2,2,6,1.1102230246251565e-16,1.7763568394002505e-15,0.445974607665502,3.3306690738754696e-16,0.0,2.594344739037524e-10,1.846547359463102e-10,3.885780586188048e-16,6.661338147750939e-16,True,2.220446049250313e-16,0.2857436215120921
496,9,5,5,5,4,3.3306690738754696e-16,7.771561172376096e-16,1.1102230246251565e-16,3.3306690738754696e-16,0.0,4.440891437531584e-10,2.975478005937273e-16,3.3306690738754696e-16,4.440892098500626e-16,False,0.0,0.0
497,5,4,4,4,1,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,4.694912147398725e-17,4.694912147398725e-17,1.1102230246251565e-16,4.440892098500626e-16,False,0.0,0.0
498,10,5,2,2,8,2.220446049250313e-16,1.7763568394002505e-15,0.602916551917075,1.1102230246251565e-16,0.0,4.6457460101123615e-10,3.5395375519442496e-10,3.3306690738754696e-16,4.440892098500626e-16,True,2.220446049250313e-16,0.31519025372120646
499,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
